InstanceType,AcceleratorName,AcceleratorCount,vCPUs,MemoryGiB,GpuInfo,Price,SpotPrice,Region,Generation
Standard_E96-24as_v4,,,96.0,672,,6.048,0.6048,northcentralus,"V1,V2"
Standard_E96-24as_v4,,,96.0,672,,7.258,0.7258,southcentralus,"V1,V2"
Standard_E96-24as_v4,,,96.0,672,,6.72,0.672,westus,"V1,V2"
Standard_E96-24as_v4,,,96.0,672,,6.048,0.6048,westus2,"V1,V2"
Standard_E96-24as_v5,,,96.0,672,,6.129,0.617803,centralus,"V1,V2"
Standard_E96-24as_v5,,,96.0,672,,5.424,0.5424,eastus,"V1,V2"
Standard_E96-24as_v5,,,96.0,672,,5.424,0.571147,eastus2,"V1,V2"
Standard_E96-24as_v5,,,96.0,672,,5.424,0.584165,northcentralus,"V1,V2"
Standard_E96-24as_v5,,,96.0,672,,6.509,0.6509,southcentralus,"V1,V2"
Standard_E96-24as_v5,,,96.0,672,,6.048,0.6048,westus,"V1,V2"
Standard_E96-24as_v5,,,96.0,672,,5.424,0.54457,westus2,"V1,V2"
Standard_E96-24ds_v5,,,96.0,672,,7.811,0.839682,centralus,"V1,V2"
Standard_E96-24ds_v5,,,96.0,672,,6.912,2.902349,eastus,"V1,V2"
Standard_E96-24ds_v5,,,96.0,672,,6.912,3.040589,eastus2,"V1,V2"
Standard_E96-24ds_v5,,,96.0,672,,6.912,0.728525,northcentralus,"V1,V2"
Standard_E96-24ds_v5,,,96.0,672,,8.294,1.544343,southcentralus,"V1,V2"
Standard_E96-24ds_v5,,,96.0,672,,8.294,1.387586,westcentralus,"V1,V2"
Standard_E96-24ds_v5,,,96.0,672,,7.776,1.026432,westus,"V1,V2"
Standard_E96-24ds_v5,,,96.0,672,,6.912,1.188173,westus2,"V1,V2"
Standard_E96-24s_v5,,,96.0,672,,6.834,0.734655,centralus,"V1,V2"
Standard_E96-24s_v5,,,96.0,672,,6.048,2.539555,eastus,"V1,V2"
Standard_E96-24s_v5,,,96.0,672,,6.048,2.660515,eastus2,"V1,V2"
Standard_E96-24s_v5,,,96.0,672,,6.048,0.637459,northcentralus,"V1,V2"
Standard_E96-24s_v5,,,96.0,672,,7.258,1.431278,southcentralus,"V1,V2"
Standard_E96-24s_v5,,,96.0,672,,7.258,1.395713,westcentralus,"V1,V2"
Standard_E96-24s_v5,,,96.0,672,,6.72,0.88704,westus,"V1,V2"
Standard_E96-24s_v5,,,96.0,672,,6.048,1.022112,westus2,"V1,V2"
Standard_E96-48ads_v5,,,96.0,672,,7.105,0.716184,centralus,"V1,V2"
Standard_E96-48ads_v5,,,96.0,672,,6.288,0.6288,eastus,"V1,V2"
Standard_E96-48ads_v5,,,96.0,672,,6.288,0.662126,eastus2,"V1,V2"
Standard_E96-48ads_v5,,,96.0,672,,6.288,0.677218,northcentralus,"V1,V2"
Standard_E96-48ads_v5,,,96.0,672,,7.546,0.7546,southcentralus,"V1,V2"
Standard_E96-48ads_v5,,,96.0,672,,7.104,0.7104,westus,"V1,V2"
Standard_E96-48ads_v5,,,96.0,672,,6.288,0.631315,westus2,"V1,V2"
Standard_E96-48as_v4,,,96.0,672,,6.834,0.6834,centralus,"V1,V2"
Standard_E96-48as_v4,,,96.0,672,,6.048,0.6048,eastus,"V1,V2"
Standard_E96-48as_v4,,,96.0,672,,6.048,0.6048,eastus2,"V1,V2"
Standard_E96-48as_v4,,,96.0,672,,6.048,0.6048,northcentralus,"V1,V2"
Standard_E96-48as_v4,,,96.0,672,,7.258,0.7258,southcentralus,"V1,V2"
Standard_E96-48as_v4,,,96.0,672,,6.72,0.672,westus,"V1,V2"
Standard_E96-48as_v4,,,96.0,672,,6.048,0.6048,westus2,"V1,V2"
Standard_E96-48as_v5,,,96.0,672,,6.129,0.617803,centralus,"V1,V2"
Standard_E96-48as_v5,,,96.0,672,,5.424,0.5424,eastus,"V1,V2"
Standard_E96-48as_v5,,,96.0,672,,5.424,0.571147,eastus2,"V1,V2"
Standard_E96-48as_v5,,,96.0,672,,5.424,0.584165,northcentralus,"V1,V2"
Standard_E96-48as_v5,,,96.0,672,,6.509,0.6509,southcentralus,"V1,V2"
Standard_E96-48as_v5,,,96.0,672,,6.048,0.6048,westus,"V1,V2"
Standard_E96-48as_v5,,,96.0,672,,5.424,0.54457,westus2,"V1,V2"
Standard_E96-48ds_v5,,,96.0,672,,7.811,0.839682,centralus,"V1,V2"
Standard_E96-48ds_v5,,,96.0,672,,6.912,2.902349,eastus,"V1,V2"
Standard_E96-48ds_v5,,,96.0,672,,6.912,3.040589,eastus2,"V1,V2"
Standard_E96-48ds_v5,,,96.0,672,,6.912,0.728525,northcentralus,"V1,V2"
Standard_E96-48ds_v5,,,96.0,672,,8.294,1.544343,southcentralus,"V1,V2"
Standard_E96-48ds_v5,,,96.0,672,,8.294,1.387586,westcentralus,"V1,V2"
Standard_E96-48ds_v5,,,96.0,672,,7.776,1.026432,westus,"V1,V2"
Standard_E96-48ds_v5,,,96.0,672,,6.912,1.188173,westus2,"V1,V2"
Standard_E96-48s_v5,,,96.0,672,,6.834,0.734655,centralus,"V1,V2"
Standard_E96-48s_v5,,,96.0,672,,6.048,2.539555,eastus,"V1,V2"
Standard_E96-48s_v5,,,96.0,672,,6.048,2.660515,eastus2,"V1,V2"
Standard_E96-48s_v5,,,96.0,672,,6.048,0.637459,northcentralus,"V1,V2"
Standard_E96-48s_v5,,,96.0,672,,7.258,1.431278,southcentralus,"V1,V2"
Standard_E96-48s_v5,,,96.0,672,,7.258,1.395713,westcentralus,"V1,V2"
Standard_E96-48s_v5,,,96.0,672,,6.72,0.88704,westus,"V1,V2"
Standard_E96-48s_v5,,,96.0,672,,6.048,1.022112,westus2,"V1,V2"
Standard_E96ads_v5,,,96.0,672,,7.105,0.716184,centralus,"V1,V2"
Standard_E96ads_v5,,,96.0,672,,6.288,0.6288,eastus,"V1,V2"
Standard_E96ads_v5,,,96.0,672,,6.288,0.662126,eastus2,"V1,V2"
Standard_E96ads_v5,,,96.0,672,,6.288,0.677218,northcentralus,"V1,V2"
Standard_E96ads_v5,,,96.0,672,,7.546,0.7546,southcentralus,"V1,V2"
Standard_E96ads_v5,,,96.0,672,,7.104,0.7104,westus,"V1,V2"
Standard_E96ads_v5,,,96.0,672,,6.288,0.631315,westus2,"V1,V2"
Standard_E96as_v4,,,96.0,672,,6.834,0.6834,centralus,"V1,V2"
Standard_E96as_v4,,,96.0,672,,6.048,0.6048,eastus,"V1,V2"
Standard_E96as_v4,,,96.0,672,,6.048,0.6048,eastus2,"V1,V2"
Standard_E96as_v4,,,96.0,672,,6.048,0.6048,northcentralus,"V1,V2"
Standard_E96as_v4,,,96.0,672,,7.258,0.7258,southcentralus,"V1,V2"
Standard_E96as_v4,,,96.0,672,,6.72,0.672,westus,"V1,V2"
Standard_E96as_v4,,,96.0,672,,6.048,0.6048,westus2,"V1,V2"
Standard_E96as_v5,,,96.0,672,,6.129,0.617803,centralus,"V1,V2"
Standard_E96as_v5,,,96.0,672,,5.424,0.5424,eastus,"V1,V2"
Standard_E96as_v5,,,96.0,672,,5.424,0.571147,eastus2,"V1,V2"
Standard_E96as_v5,,,96.0,672,,5.424,0.584165,northcentralus,"V1,V2"
Standard_E96as_v5,,,96.0,672,,6.509,0.6509,southcentralus,"V1,V2"
Standard_E96as_v5,,,96.0,672,,6.048,0.6048,westus,"V1,V2"
Standard_E96as_v5,,,96.0,672,,5.424,0.54457,westus2,"V1,V2"
Standard_E96a_v4,,,96.0,672,,6.834,0.6834,centralus,"V1,V2"
Standard_E96a_v4,,,96.0,672,,6.048,0.6048,eastus,"V1,V2"
Standard_E96a_v4,,,96.0,672,,6.048,0.6048,eastus2,"V1,V2"
Standard_E96a_v4,,,96.0,672,,6.048,0.6048,northcentralus,"V1,V2"
Standard_E96a_v4,,,96.0,672,,7.258,0.7258,southcentralus,"V1,V2"
Standard_E96a_v4,,,96.0,672,,6.72,0.672,westus,"V1,V2"
Standard_E96a_v4,,,96.0,672,,6.048,0.6048,westus2,"V1,V2"
Standard_E96bds_v5,,,96.0,672,,8.016,3.2064,northcentralus,"V1,V2"
Standard_E96bds_v5,,,96.0,672,,9.619,3.8476,westcentralus,"V1,V2"
Standard_E96bs_v5,,,96.0,672,,7.152,2.8608,northcentralus,"V1,V2"
Standard_E96bs_v5,,,96.0,672,,8.582,3.4328,westcentralus,"V1,V2"
Standard_E96ds_v5,,,96.0,672,,7.811,0.839682,centralus,"V1,V2"
Standard_E96ds_v5,,,96.0,672,,6.912,2.902349,eastus,"V1,V2"
Standard_E96ds_v5,,,96.0,672,,6.912,3.040589,eastus2,"V1,V2"
Standard_E96ds_v5,,,96.0,672,,6.912,0.728525,northcentralus,"V1,V2"
Standard_E96ds_v5,,,96.0,672,,8.294,1.544343,southcentralus,"V1,V2"
Standard_E96ds_v5,,,96.0,672,,8.294,1.387586,westcentralus,"V1,V2"
Standard_E96ds_v5,,,96.0,672,,7.776,1.026432,westus,"V1,V2"
Standard_E96ds_v5,,,96.0,672,,6.912,1.188173,westus2,"V1,V2"
Standard_E96d_v5,,,96.0,672,,7.811,0.839682,centralus,"V1,V2"
Standard_E96d_v5,,,96.0,672,,6.912,2.902349,eastus,"V1,V2"
Standard_E96d_v5,,,96.0,672,,6.912,3.040589,eastus2,"V1,V2"
Standard_E96d_v5,,,96.0,672,,6.912,0.728525,northcentralus,"V1,V2"
Standard_E96d_v5,,,96.0,672,,8.294,1.544343,southcentralus,"V1,V2"
Standard_E96d_v5,,,96.0,672,,8.294,1.387586,westcentralus,"V1,V2"
Standard_E96d_v5,,,96.0,672,,7.776,1.026432,westus,"V1,V2"
Standard_E96d_v5,,,96.0,672,,6.912,1.188173,westus2,"V1,V2"
Standard_E96ias_v4,,,96.0,672,,,,centralus,"V1,V2"
Standard_E96ias_v4,,,96.0,672,,,,eastus,"V1,V2"
Standard_E96ias_v4,,,96.0,672,,,,eastus2,"V1,V2"
Standard_E96ias_v4,,,96.0,672,,,,northcentralus,"V1,V2"
Standard_E96ias_v4,,,96.0,672,,,,southcentralus,"V1,V2"
Standard_E96ias_v4,,,96.0,672,,,,westus,"V1,V2"
Standard_E96ias_v4,,,96.0,672,,,,westus2,"V1,V2"
Standard_E96s_v5,,,96.0,672,,6.834,0.734655,centralus,"V1,V2"
Standard_E96s_v5,,,96.0,672,,6.048,2.539555,eastus,"V1,V2"
Standard_E96s_v5,,,96.0,672,,6.048,2.660515,eastus2,"V1,V2"
Standard_E96s_v5,,,96.0,672,,6.048,0.637459,northcentralus,"V1,V2"
Standard_E96s_v5,,,96.0,672,,7.258,1.431278,southcentralus,"V1,V2"
Standard_E96s_v5,,,96.0,672,,7.258,1.395713,westcentralus,"V1,V2"
Standard_E96s_v5,,,96.0,672,,6.72,0.88704,westus,"V1,V2"
Standard_E96s_v5,,,96.0,672,,6.048,1.022112,westus2,"V1,V2"
Standard_E96_v5,,,96.0,672,,6.834,0.734655,centralus,"V1,V2"
Standard_E96_v5,,,96.0,672,,6.048,2.539555,eastus,"V1,V2"
Standard_E96_v5,,,96.0,672,,6.048,2.660515,eastus2,"V1,V2"
Standard_E96_v5,,,96.0,672,,6.048,0.637459,northcentralus,"V1,V2"
Standard_E96_v5,,,96.0,672,,7.258,1.431278,southcentralus,"V1,V2"
Standard_E96_v5,,,96.0,672,,7.258,1.395713,westcentralus,"V1,V2"
Standard_E96_v5,,,96.0,672,,6.72,0.88704,westus,"V1,V2"
Standard_E96_v5,,,96.0,672,,6.048,1.022112,westus2,"V1,V2"
Standard_EC16ads_v5,,,16.0,128,,1.153,0.4612,eastus,"V1,V2"
Standard_EC16ads_v5,,,16.0,128,,1.302,0.5208,westus,"V1,V2"
Standard_EC16as_v5,,,16.0,128,,0.994,0.3976,eastus,"V1,V2"
Standard_EC16as_v5,,,16.0,128,,1.109,0.4436,westus,"V1,V2"
Standard_EC20ads_v5,,,20.0,160,,1.441,0.5764,eastus,"V1,V2"
Standard_EC20ads_v5,,,20.0,160,,1.628,0.6512,westus,"V1,V2"
Standard_EC20as_v5,,,20.0,160,,1.243,0.4972,eastus,"V1,V2"
Standard_EC20as_v5,,,20.0,160,,1.386,0.5544,westus,"V1,V2"
Standard_EC2ads_v5,,,2.0,16,,0.144,0.0576,eastus,"V1,V2"
Standard_EC2ads_v5,,,2.0,16,,0.163,0.0652,westus,"V1,V2"
Standard_EC2as_v5,,,2.0,16,,0.124,0.0496,eastus,"V1,V2"
Standard_EC2as_v5,,,2.0,16,,0.139,0.0556,westus,"V1,V2"
Standard_EC32ads_v5,,,32.0,192,,2.306,0.9224,eastus,"V1,V2"
Standard_EC32ads_v5,,,32.0,192,,2.605,1.042,westus,"V1,V2"
Standard_EC32as_v5,,,32.0,192,,1.989,0.7956,eastus,"V1,V2"
Standard_EC32as_v5,,,32.0,192,,2.218,0.8872,westus,"V1,V2"
Standard_EC48ads_v5,,,48.0,384,,3.458,1.3832,eastus,"V1,V2"
Standard_EC48ads_v5,,,48.0,384,,3.907,1.5628,westus,"V1,V2"
Standard_EC48as_v5,,,48.0,384,,2.983,1.1932,eastus,"V1,V2"
Standard_EC48as_v5,,,48.0,384,,3.326,1.3304,westus,"V1,V2"
Standard_EC4ads_v5,,,4.0,32,,0.288,0.1152,eastus,"V1,V2"
Standard_EC4ads_v5,,,4.0,32,,0.326,0.1304,westus,"V1,V2"
Standard_EC4as_v5,,,4.0,32,,0.249,0.0996,eastus,"V1,V2"
Standard_EC4as_v5,,,4.0,32,,0.277,0.1108,westus,"V1,V2"
Standard_EC64ads_v5,,,64.0,512,,4.611,1.8444,eastus,"V1,V2"
Standard_EC64ads_v5,,,64.0,512,,5.21,2.084,westus,"V1,V2"
Standard_EC64as_v5,,,64.0,512,,3.978,1.5912,eastus,"V1,V2"
Standard_EC64as_v5,,,64.0,512,,4.435,1.774,westus,"V1,V2"
Standard_EC8ads_v5,,,8.0,64,,0.576,0.2304,eastus,"V1,V2"
Standard_EC8ads_v5,,,8.0,64,,0.651,0.2604,westus,"V1,V2"
Standard_EC8as_v5,,,8.0,64,,0.497,0.1988,eastus,"V1,V2"
Standard_EC8as_v5,,,8.0,64,,0.554,0.2216,westus,"V1,V2"
Standard_EC96ads_v5,,,96.0,672,,6.917,2.7668,eastus,"V1,V2"
Standard_EC96ads_v5,,,96.0,672,,7.814,3.1256,westus,"V1,V2"
Standard_EC96as_v5,,,96.0,672,,5.966,2.3864,eastus,"V1,V2"
Standard_EC96as_v5,,,96.0,672,,6.653,2.6612,westus,"V1,V2"
Standard_EC96iads_v5,,,96.0,672,,7.608,3.0432,eastus,"V1,V2"
Standard_EC96iads_v5,,,96.0,672,,8.596,3.4384,westus,"V1,V2"
Standard_EC96ias_v5,,,96.0,672,,6.563,2.6252,eastus,"V1,V2"
Standard_EC96ias_v5,,,96.0,672,,7.318,2.9272,westus,"V1,V2"
Standard_F1,,,1.0,2,,0.0547,0.006083,centralus,V1
Standard_F1,,,1.0,2,,0.0497,0.020864,eastus,V1
Standard_F1,,,1.0,2,,0.0497,0.021868,eastus2,V1
Standard_F1,,,1.0,2,,0.0497,0.005238,northcentralus,V1
Standard_F1,,,1.0,2,,0.0547,0.010519,southcentralus,V1
Standard_F1,,,1.0,2,,0.0547,0.010196,westcentralus,V1
Standard_F1,,,1.0,2,,0.062,0.008134,westus,V1
Standard_F1,,,1.0,2,,0.0497,0.008693,westus2,V1
Standard_F16,,,16.0,32,,0.875,0.0973,centralus,V1
Standard_F16,,,16.0,32,,0.796,0.334161,eastus,V1
Standard_F16,,,16.0,32,,0.796,0.35024,eastus2,V1
Standard_F16,,,16.0,32,,0.796,0.083898,northcentralus,V1
Standard_F16,,,16.0,32,,0.875,0.168262,southcentralus,V1
Standard_F16,,,16.0,32,,0.875,0.1631,westcentralus,V1
Standard_F16,,,16.0,32,,0.996,0.130675,westus,V1
Standard_F16,,,16.0,32,,0.796,0.13922,westus2,V1
Standard_F16s,,,16.0,32,,0.875,0.0973,centralus,"V1,V2"
Standard_F16s,,,16.0,32,,0.796,0.334161,eastus,"V1,V2"
Standard_F16s,,,16.0,32,,0.796,0.35024,eastus2,"V1,V2"
Standard_F16s,,,16.0,32,,0.796,0.083898,northcentralus,"V1,V2"
Standard_F16s,,,16.0,32,,0.875,0.168262,southcentralus,"V1,V2"
Standard_F16s,,,16.0,32,,0.875,0.1631,westcentralus,"V1,V2"
Standard_F16s,,,16.0,32,,0.996,0.130675,westus,"V1,V2"
Standard_F16s,,,16.0,32,,0.796,0.13922,westus2,"V1,V2"
Standard_F16s_v2,,,16.0,32,,0.816,0.084782,centralus,"V1,V2"
Standard_F16s_v2,,,16.0,32,,0.677,0.102024,eastus,"V1,V2"
Standard_F16s_v2,,,16.0,32,,0.677,0.109268,eastus2,"V1,V2"
Standard_F16s_v2,,,16.0,32,,0.68,0.068952,northcentralus,"V1,V2"
Standard_F16s_v2,,,16.0,32,,0.816,0.117667,southcentralus,"V1,V2"
Standard_F16s_v2,,,16.0,32,,0.816,0.099226,westcentralus,"V1,V2"
Standard_F16s_v2,,,16.0,32,,0.848,0.100827,westus,"V1,V2"
Standard_F16s_v2,,,16.0,32,,0.677,0.097217,westus2,"V1,V2"
Standard_F1s,,,1.0,2,,0.0547,0.006083,centralus,"V1,V2"
Standard_F1s,,,1.0,2,,0.0497,0.020864,eastus,"V1,V2"
Standard_F1s,,,1.0,2,,0.0497,0.021868,eastus2,"V1,V2"
Standard_F1s,,,1.0,2,,0.0497,0.005238,northcentralus,"V1,V2"
Standard_F1s,,,1.0,2,,0.0547,0.010519,southcentralus,"V1,V2"
Standard_F1s,,,1.0,2,,0.0547,0.010196,westcentralus,"V1,V2"
Standard_F1s,,,1.0,2,,0.062,0.008134,westus,"V1,V2"
Standard_F1s,,,1.0,2,,0.0497,0.008693,westus2,"V1,V2"
Standard_F2,,,2.0,4,,0.109,0.012121,centralus,V1
Standard_F2,,,2.0,4,,0.099,0.04156,eastus,V1
Standard_F2,,,2.0,4,,0.099,0.04356,eastus2,V1
Standard_F2,,,2.0,4,,0.099,0.010435,northcentralus,V1
Standard_F2,,,2.0,4,,0.109,0.020961,southcentralus,V1
Standard_F2,,,2.0,4,,0.109,0.020318,westcentralus,V1
Standard_F2,,,2.0,4,,0.124,0.016269,westus,V1
Standard_F2,,,2.0,4,,0.099,0.017315,westus2,V1
Standard_F2s,,,2.0,4,,0.109,0.012121,centralus,"V1,V2"
Standard_F2s,,,2.0,4,,0.099,0.04156,eastus,"V1,V2"
Standard_F2s,,,2.0,4,,0.099,0.04356,eastus2,"V1,V2"
Standard_F2s,,,2.0,4,,0.099,0.010435,northcentralus,"V1,V2"
Standard_F2s,,,2.0,4,,0.109,0.020961,southcentralus,"V1,V2"
Standard_F2s,,,2.0,4,,0.109,0.020318,westcentralus,"V1,V2"
Standard_F2s,,,2.0,4,,0.124,0.016269,westus,"V1,V2"
Standard_F2s,,,2.0,4,,0.099,0.017315,westus2,"V1,V2"
Standard_F2s_v2,,,2.0,4,,0.102,0.010598,centralus,"V1,V2"
Standard_F2s_v2,,,2.0,4,,0.0846,0.012749,eastus,"V1,V2"
Standard_F2s_v2,,,2.0,4,,0.0846,0.013654,eastus2,"V1,V2"
Standard_F2s_v2,,,2.0,4,,0.085,0.008619,northcentralus,"V1,V2"
Standard_F2s_v2,,,2.0,4,,0.102,0.014708,southcentralus,"V1,V2"
Standard_F2s_v2,,,2.0,4,,0.102,0.012403,westcentralus,"V1,V2"
Standard_F2s_v2,,,2.0,4,,0.106,0.012603,westus,"V1,V2"
Standard_F2s_v2,,,2.0,4,,0.0846,0.012149,westus2,"V1,V2"
Standard_F32s_v2,,,32.0,64,,1.632,0.169565,centralus,"V1,V2"
Standard_F32s_v2,,,32.0,64,,1.353,0.203897,eastus,"V1,V2"
Standard_F32s_v2,,,32.0,64,,1.353,0.218374,eastus2,"V1,V2"
Standard_F32s_v2,,,32.0,64,,1.36,0.137904,northcentralus,"V1,V2"
Standard_F32s_v2,,,32.0,64,,1.632,0.235334,southcentralus,"V1,V2"
Standard_F32s_v2,,,32.0,64,,1.632,0.198451,westcentralus,"V1,V2"
Standard_F32s_v2,,,32.0,64,,1.696,0.201654,westus,"V1,V2"
Standard_F32s_v2,,,32.0,64,,1.353,0.194291,westus2,"V1,V2"
Standard_F4,,,4.0,8,,0.219,0.024353,centralus,V1
Standard_F4,,,4.0,8,,0.199,0.08354,eastus,V1
Standard_F4,,,4.0,8,,0.199,0.08756,eastus2,V1
Standard_F4,,,4.0,8,,0.199,0.020975,northcentralus,V1
Standard_F4,,,4.0,8,,0.219,0.042114,southcentralus,V1
Standard_F4,,,4.0,8,,0.219,0.040822,westcentralus,V1
Standard_F4,,,4.0,8,,0.249,0.032669,westus,V1
Standard_F4,,,4.0,8,,0.199,0.034805,westus2,V1
Standard_F48s_v2,,,48.0,96,,2.448,0.254347,centralus,"V1,V2"
Standard_F48s_v2,,,48.0,96,,2.03,0.305921,eastus,"V1,V2"
Standard_F48s_v2,,,48.0,96,,2.03,0.327642,eastus2,"V1,V2"
Standard_F48s_v2,,,48.0,96,,2.04,0.206856,northcentralus,"V1,V2"
Standard_F48s_v2,,,48.0,96,,2.448,0.353002,southcentralus,"V1,V2"
Standard_F48s_v2,,,48.0,96,,2.448,0.297677,westcentralus,"V1,V2"
Standard_F48s_v2,,,48.0,96,,2.544,0.302482,westus,"V1,V2"
Standard_F48s_v2,,,48.0,96,,2.03,0.291508,westus2,"V1,V2"
Standard_F4s,,,4.0,8,,0.219,0.024353,centralus,"V1,V2"
Standard_F4s,,,4.0,8,,0.199,0.08354,eastus,"V1,V2"
Standard_F4s,,,4.0,8,,0.199,0.08756,eastus2,"V1,V2"
Standard_F4s,,,4.0,8,,0.199,0.020975,northcentralus,"V1,V2"
Standard_F4s,,,4.0,8,,0.219,0.042114,southcentralus,"V1,V2"
Standard_F4s,,,4.0,8,,0.219,0.040822,westcentralus,"V1,V2"
Standard_F4s,,,4.0,8,,0.249,0.032669,westus,"V1,V2"
Standard_F4s,,,4.0,8,,0.199,0.034805,westus2,"V1,V2"
Standard_F4s_v2,,,4.0,8,,0.204,0.021196,centralus,"V1,V2"
Standard_F4s_v2,,,4.0,8,,0.169,0.025468,eastus,"V1,V2"
Standard_F4s_v2,,,4.0,8,,0.169,0.027277,eastus2,"V1,V2"
Standard_F4s_v2,,,4.0,8,,0.17,0.017238,northcentralus,"V1,V2"
Standard_F4s_v2,,,4.0,8,,0.204,0.029417,southcentralus,"V1,V2"
Standard_F4s_v2,,,4.0,8,,0.204,0.024806,westcentralus,"V1,V2"
Standard_F4s_v2,,,4.0,8,,0.212,0.025207,westus,"V1,V2"
Standard_F4s_v2,,,4.0,8,,0.169,0.024268,westus2,"V1,V2"
Standard_F64s_v2,,,64.0,128,,3.264,0.33913,centralus,"V1,V2"
Standard_F64s_v2,,,64.0,128,,2.706,0.407794,eastus,"V1,V2"
Standard_F64s_v2,,,64.0,128,,2.706,0.436748,eastus2,"V1,V2"
Standard_F64s_v2,,,64.0,128,,2.72,0.275808,northcentralus,"V1,V2"
Standard_F64s_v2,,,64.0,128,,3.264,0.470669,southcentralus,"V1,V2"
Standard_F64s_v2,,,64.0,128,,3.264,0.396902,westcentralus,"V1,V2"
Standard_F64s_v2,,,64.0,128,,3.392,0.403309,westus,"V1,V2"
Standard_F64s_v2,,,64.0,128,,2.706,0.388582,westus2,"V1,V2"
Standard_F72s_v2,,,72.0,144,,3.672,0.381521,centralus,"V1,V2"
Standard_F72s_v2,,,72.0,144,,3.045,0.458882,eastus,"V1,V2"
Standard_F72s_v2,,,72.0,144,,3.045,0.491463,eastus2,"V1,V2"
Standard_F72s_v2,,,72.0,144,,3.06,0.310284,northcentralus,"V1,V2"
Standard_F72s_v2,,,72.0,144,,3.672,0.529502,southcentralus,"V1,V2"
Standard_F72s_v2,,,72.0,144,,3.672,0.446515,westcentralus,"V1,V2"
Standard_F72s_v2,,,72.0,144,,3.816,0.453722,westus,"V1,V2"
Standard_F72s_v2,,,72.0,144,,3.045,0.437262,westus2,"V1,V2"
Standard_F8,,,8.0,16,,0.438,0.048706,centralus,V1
Standard_F8,,,8.0,16,,0.398,0.16708,eastus,V1
Standard_F8,,,8.0,16,,0.398,0.17512,eastus2,V1
Standard_F8,,,8.0,16,,0.398,0.041949,northcentralus,V1
Standard_F8,,,8.0,16,,0.438,0.084227,southcentralus,V1
Standard_F8,,,8.0,16,,0.438,0.081643,westcentralus,V1
Standard_F8,,,8.0,16,,0.498,0.065338,westus,V1
Standard_F8,,,8.0,16,,0.398,0.06961,westus2,V1
Standard_F8s,,,8.0,16,,0.438,0.048706,centralus,"V1,V2"
Standard_F8s,,,8.0,16,,0.398,0.16708,eastus,"V1,V2"
Standard_F8s,,,8.0,16,,0.398,0.17512,eastus2,"V1,V2"
Standard_F8s,,,8.0,16,,0.398,0.041949,northcentralus,"V1,V2"
Standard_F8s,,,8.0,16,,0.438,0.084227,southcentralus,"V1,V2"
Standard_F8s,,,8.0,16,,0.438,0.081643,westcentralus,"V1,V2"
Standard_F8s,,,8.0,16,,0.498,0.065338,westus,"V1,V2"
Standard_F8s,,,8.0,16,,0.398,0.06961,westus2,"V1,V2"
Standard_F8s_v2,,,8.0,16,,0.408,0.042391,centralus,"V1,V2"
Standard_F8s_v2,,,8.0,16,,0.338,0.050937,eastus,"V1,V2"
Standard_F8s_v2,,,8.0,16,,0.338,0.054553,eastus2,"V1,V2"
Standard_F8s_v2,,,8.0,16,,0.34,0.034476,northcentralus,"V1,V2"
Standard_F8s_v2,,,8.0,16,,0.408,0.058834,southcentralus,"V1,V2"
Standard_F8s_v2,,,8.0,16,,0.408,0.049613,westcentralus,"V1,V2"
Standard_F8s_v2,,,8.0,16,,0.424,0.050414,westus,"V1,V2"
Standard_F8s_v2,,,8.0,16,,0.338,0.048537,westus2,"V1,V2"
Standard_FX12mds,,,12.0,252,,1.116,0.251435,eastus,V2
Standard_FX12mds,,,12.0,252,,1.116,0.228557,westus2,V2
Standard_FX24mds,,,24.0,504,,2.232,0.50287,eastus,V2
Standard_FX24mds,,,24.0,504,,2.232,0.457114,westus2,V2
Standard_FX36mds,,,36.0,756,,3.348,0.754304,eastus,V2
Standard_FX36mds,,,36.0,756,,3.348,0.68567,westus2,V2
Standard_FX48mds,,,48.0,1008,,4.464,1.005739,eastus,V2
Standard_FX48mds,,,48.0,1008,,4.464,0.914227,westus2,V2
Standard_FX4mds,,,4.0,84,,0.372,0.083812,eastus,V2
Standard_FX4mds,,,4.0,84,,0.372,0.076186,westus2,V2
Standard_G1,,,2.0,28,,0.55,0.055,eastus2,V1
Standard_G1,,,2.0,28,,0.61,0.061,westus,V1
Standard_G1,,,2.0,28,,0.49,0.049,westus2,V1
Standard_G2,,,4.0,56,,1.1,0.11,eastus2,V1
Standard_G2,,,4.0,56,,1.22,0.122,westus,V1
Standard_G2,,,4.0,56,,0.981,0.0981,westus2,V1
Standard_G3,,,8.0,112,,2.2,0.22,eastus2,V1
Standard_G3,,,8.0,112,,2.44,0.244,westus,V1
Standard_G3,,,8.0,112,,1.961,0.1961,westus2,V1
Standard_G4,,,16.0,224,,4.4,0.44,eastus2,V1
Standard_G4,,,16.0,224,,4.88,0.488,westus,V1
Standard_G4,,,16.0,224,,3.922,0.3922,westus2,V1
Standard_G5,,,32.0,448,,7.82,0.782,eastus2,V1
Standard_G5,,,32.0,448,,8.69,0.869,westus,V1
Standard_G5,,,32.0,448,,7.82,0.782,westus2,V1
Standard_GS1,,,2.0,28,,0.55,0.055,eastus2,"V1,V2"
Standard_GS1,,,2.0,28,,0.61,0.061,westus,"V1,V2"
Standard_GS1,,,2.0,28,,0.49,0.049,westus2,"V1,V2"
